dataset,mix_id,mix_code,scm_primary_type,cement_kg_m3,binder_content_kg_m3,scm_replacement_pct,w_c_ratio,w_b_ratio,water_kg_m3,compressive_strength_28d_mpa,total_coarse_agg_kg_m3,total_fine_agg_kg_m3,total_agg_kg_m3,fine_to_coarse_ratio,binder_to_aggregate_ratio
DS6,23229.0,1,Fly Ash,400,400,0.0,0.45,,180.00,62.4,1101,0,1101,0.0,0.36330608537693004
DS6,23230.0,1,Fly Ash,400,400,0.0,0.45,,180.00,55.8,1092,0,1092,0.0,0.3663003663003663
DS6,23231.0,1,Fly Ash,400,400,0.0,0.45,,180.00,42,1075,0,1075,0.0,0.37209302325581395
DS5,13180.0,DS5-750,Fly Ash,239,360,33.611111111111114,,,165.6,43.834,0,0,0,,
DS5,13181.0,DS5-751,Fly Ash,239,360,33.611111111111114,,,169.2,39.256,0,0,0,,
DS5,13182.0,DS5-752,Fly Ash,239,360,33.611111111111114,,,165.6,41.778,0,0,0,,
DS5,13183.0,DS5-753,Fly Ash,239,360,33.611111111111114,,,158.4,48.519,0,0,0,,
DS5,13184.0,DS5-754,Fly Ash,239,360,33.611111111111114,,,169.2,40.682,0,0,0,,
DS6,23232.0,1,Fly Ash,300,400,25.0,0.45,,135.00,54.4,1108,0,1108,0.0,0.36101083032490977
DS6,23233.0,1,Fly Ash,300,400,25.0,0.45,,135.00,49.7,1101,0,1101,0.0,0.36330608537693004
DS6,23234.0,1,Fly Ash,300,400,25.0,0.45,,135.00,44.3,1092,0,1092,0.0,0.3663003663003663
DS3,5414.0,DS3-1084,Silica Fume,261,290,10.0,,,180,31.5,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5415.0,DS3-1085,Silica Fume,261,290,10.0,,,180,31.93,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5416.0,DS3-1086,Silica Fume,279,310,10.0,,,180,30.87,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5417.0,DS3-1087,Silica Fume,318,353,9.91501416430595,,,180,31.08,1247,560,1807,0.4490777866880513,0.1953514111787493
DS3,5418.0,DS3-1088,Fly Ash,355,355,0.0,,,180,31.92,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5419.0,DS3-1089,Fly Ash,355,355,0.0,,,180,26.85,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5420.0,DS3-1090,Fly Ash,385,385,0.0,,,180,33.7,1226,550,1776,0.44861337683523655,0.21677927927927929
DS3,5421.0,DS3-1091,Fly Ash,409,409,0.0,,,180,30,1226,525,1751,0.4282218597063622,0.23358081096516276
DS3,5422.0,DS3-1092,Silica Fume,279,310,10.0,,,180,39,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5423.0,DS3-1093,Silica Fume,279,310,10.0,,,180,36.99,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5424.0,DS3-1094,Silica Fume,300,333,9.90990990990991,,,180,34.52,1252,575,1827,0.45926517571884984,0.18226600985221675
DS3,5425.0,DS3-1095,Silica Fume,338,375,9.866666666666667,,,180,34.25,1241,544,1785,0.4383561643835616,0.21008403361344538
DS3,5426.0,DS3-1096,Fly Ash,375,375,0.0,,,180,33,1241,544,1785,0.4383561643835616,0.21008403361344538
DS3,5427.0,DS3-1097,Fly Ash,375,375,0.0,,,180,39,1241,544,1785,0.4383561643835616,0.21008403361344538
DS3,5428.0,DS3-1098,Fly Ash,405,405,0.0,,,180,31,1248,508,1756,0.40705128205128205,0.2306378132118451
DS3,5429.0,DS3-1099,Fly Ash,426,426,0.0,,,180,34,1241,494,1735,0.3980660757453666,0.24553314121037464
DS3,5430.0,DS3-1100,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5431.0,DS3-1101,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5432.0,DS3-1102,Fly Ash,295,295,0.0,,,180,,1270,595,1865,0.468503937007874,0.1581769436997319
DS3,5433.0,DS3-1103,Fly Ash,310,310,0.0,,,180,,1240,610,1850,0.49193548387096775,0.16756756756756758
DS3,5434.0,DS3-1104,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5435.0,DS3-1105,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5436.0,DS3-1106,Fly Ash,295,295,0.0,,,180,,1270,595,1865,0.468503937007874,0.1581769436997319
DS3,5437.0,DS3-1107,Fly Ash,310,310,0.0,,,180,,1240,610,1850,0.49193548387096775,0.16756756756756758
DS3,5438.0,DS3-1108,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5439.0,DS3-1109,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5440.0,DS3-1110,Fly Ash,295,295,0.0,,,180,,1270,595,1865,0.468503937007874,0.1581769436997319
DS3,5441.0,DS3-1111,Fly Ash,310,310,0.0,,,180,,1240,610,1850,0.49193548387096775,0.16756756756756758
DS3,5442.0,DS3-1112,Fly Ash,330,330,0.0,,,180,,1245,585,1830,0.46987951807228917,0.18032786885245902
DS3,5443.0,DS3-1113,Fly Ash,330,330,0.0,,,180,,1245,585,1830,0.46987951807228917,0.18032786885245902
DS3,5444.0,DS3-1114,Fly Ash,355,355,0.0,,,180,,1246,560,1806,0.449438202247191,0.19656699889258028
DS3,5445.0,DS3-1115,Fly Ash,372,372,0.0,,,180,,1252,536,1788,0.4281150159744409,0.2080536912751678
DS3,5446.0,DS3-1116,Silica Fume,261,290,10.0,,,180,,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5447.0,DS3-1117,Silica Fume,261,290,10.0,,,180,,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5448.0,DS3-1118,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5449.0,DS3-1119,Silica Fume,318,353,9.91501416430595,,,180,,1247,560,1807,0.4490777866880513,0.1953514111787493
DS3,5450.0,DS3-1120,Fly Ash,355,355,0.0,,,180,,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5451.0,DS3-1121,Fly Ash,355,355,0.0,,,180,,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5452.0,DS3-1122,Fly Ash,385,385,0.0,,,180,,1226,550,1776,0.44861337683523655,0.21677927927927929
DS3,5453.0,DS3-1123,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5454.0,DS3-1124,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5455.0,DS3-1125,Silica Fume,300,333,9.90990990990991,,,180,,1252,575,1827,0.45926517571884984,0.18226600985221675
DS3,5456.0,DS3-1126,Silica Fume,338,375,9.866666666666667,,,180,,1241,544,1785,0.4383561643835616,0.21008403361344538
DS3,5457.0,DS3-1127,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5458.0,DS3-1128,Fly Ash,275,275,0.0,,,180,,1260,625,1885,0.49603174603174605,0.14588859416445624
DS3,5459.0,DS3-1129,Fly Ash,295,295,0.0,,,180,,1270,595,1865,0.468503937007874,0.1581769436997319
DS3,5460.0,DS3-1130,Fly Ash,310,310,0.0,,,180,,1240,610,1850,0.49193548387096775,0.16756756756756758
DS3,5461.0,DS3-1131,Fly Ash,330,330,0.0,,,180,,1245,585,1830,0.46987951807228917,0.18032786885245902
DS3,5462.0,DS3-1132,Fly Ash,330,330,0.0,,,180,,1245,585,1830,0.46987951807228917,0.18032786885245902
DS3,5463.0,DS3-1133,Fly Ash,355,355,0.0,,,180,,1246,560,1806,0.449438202247191,0.19656699889258028
DS3,5464.0,DS3-1134,Fly Ash,372,372,0.0,,,180,,1252,536,1788,0.4281150159744409,0.2080536912751678
DS3,5465.0,DS3-1135,Silica Fume,261,290,10.0,,,180,,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5466.0,DS3-1136,Silica Fume,261,290,10.0,,,180,,1234,636,1870,0.5153970826580226,0.15508021390374332
DS3,5467.0,DS3-1137,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5468.0,DS3-1138,Silica Fume,318,353,9.91501416430595,,,180,,1247,560,1807,0.4490777866880513,0.1953514111787493
DS3,5469.0,DS3-1139,Fly Ash,355,355,0.0,,,180,,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5470.0,DS3-1140,Fly Ash,355,355,0.0,,,180,,1245,560,1805,0.4497991967871486,0.19667590027700832
DS3,5471.0,DS3-1141,Fly Ash,385,385,0.0,,,180,,1226,550,1776,0.44861337683523655,0.21677927927927929
DS3,5472.0,DS3-1142,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5473.0,DS3-1143,Silica Fume,279,310,10.0,,,180,,1258,592,1850,0.47058823529411764,0.16756756756756758
DS3,5474.0,DS3-1144,Silica Fume,300,333,9.90990990990991,,,180,,1252,575,1827,0.45926517571884984,0.18226600985221675
DS3,5475.0,DS3-1145,Silica Fume,338,375,9.866666666666667,,,180,,1241,544,1785,0.4383561643835616,0.21008403361344538
DS3,5476.0,DS3-1146,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5477.0,DS3-1147,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5478.0,DS3-1148,Fly Ash,230,330,30.303030303030305,,,160,,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5479.0,DS3-1149,Fly Ash,245,350,30.0,,,160,,1280,575,1855,0.44921875,0.18867924528301888
DS3,5480.0,DS3-1150,Fly Ash,260,370,29.72972972972973,,,160,,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5481.0,DS3-1151,Fly Ash,260,370,29.72972972972973,,,160,,1286,550,1836,0.4276827371695179,0.20152505446623092
DS6,23235.0,1,Fly Ash,300,400,25.0,0.45,,135.00,39.5,1075,0,1075,0.0,0.37209302325581395
DS6,23236.0,1,Fly Ash,260,400,35.0,0.45,,117.00,45.9,1108,0,1108,0.0,0.36101083032490977
DS6,23237.0,1,Fly Ash,260,400,35.0,0.45,,117.00,43.6,1101,0,1101,0.0,0.36330608537693004
DS6,23238.0,1,Fly Ash,260,400,35.0,0.45,,117.00,40.4,1092,0,1092,0.0,0.3663003663003663
DS6,23239.0,1,Fly Ash,260,400,35.0,0.45,,117.00,38.3,1075,0,1075,0.0,0.37209302325581395
DS6,23240.0,1,Fly Ash,410,410,0.0,0.55,,225.50,48.6,1048,0,1048,0.0,0.39122137404580154
DS6,23241.0,1,Fly Ash,410,410,0.0,0.55,,225.50,45.3,1044,0,1044,0.0,0.39272030651340994
DS6,23242.0,1,Fly Ash,410,410,0.0,0.55,,225.50,42.5,1030,0,1030,0.0,0.39805825242718446
DS6,23243.0,1,Fly Ash,410,410,0.0,0.55,,225.50,38.1,1017,0,1017,0.0,0.4031465093411996
DS6,23244.0,1,Fly Ash,384.375,512.500,25.0,0.44,,169.12500,52.9,992,0,992,0.0,0.516633064516129
DS6,23245.0,1,Fly Ash,384.375,512.500,25.0,0.44,,169.12500,50.1,987,0,987,0.0,0.5192502532928065
DS6,23246.0,1,Fly Ash,384.375,512.500,25.0,0.44,,169.12500,48.1,978,0,978,0.0,0.5240286298568507
DS6,23247.0,1,Fly Ash,384.375,512.500,25.0,0.44,,169.12500,45.3,963,0,963,0.0,0.5321910695742471
DS6,23248.0,1,Fly Ash,359.775,553.500,35.0,0.41,,147.50775,68.9,1048,0,1048,0.0,0.5281488549618321
DS6,23249.0,1,Fly Ash,359.775,553.500,35.0,0.41,,147.50775,63,1044,0,1044,0.0,0.5301724137931034
DS6,23250.0,1,Fly Ash,359.775,553.500,35.0,0.41,,147.50775,56.5,1030,0,1030,0.0,0.5373786407766991
DS6,23251.0,1,Fly Ash,359.775,553.500,35.0,0.41,,147.50775,54.5,1017,0,1017,0.0,0.5442477876106194
DS5,13185.0,DS5-755,Fly Ash,239,360,33.611111111111114,,,151.2,49.868,0,0,0,,
DS5,13186.0,DS5-756,Fly Ash,239,360,33.611111111111114,,,162,43.708,0,0,0,,
DS5,13187.0,DS5-757,Fly Ash,239,360,33.611111111111114,,,158.4,47.026,0,0,0,,
DS5,13188.0,DS5-758,Fly Ash,239,360,33.611111111111114,,,162,50.789,0,0,0,,
DS5,13189.0,DS5-759,Fly Ash,239,360,33.611111111111114,,,180,38.461,0,0,0,,
DS6,23252.0,1,Fly Ash,410,410,0.0,0.5,,205.0,54.1,1081,0,1081,0.0,0.3792784458834413
DS6,23253.0,1,Fly Ash,410,410,0.0,0.5,,205.0,51.7,1075,0,1075,0.0,0.3813953488372093
DS6,23254.0,1,Fly Ash,410,410,0.0,0.5,,205.0,47.1,1066,0,1066,0.0,0.38461538461538464
DS3,5482.0,DS3-1152,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5483.0,DS3-1153,Fly Ash,295,421,29.928741092636578,,,160,,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5484.0,DS3-1154,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5485.0,DS3-1155,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5486.0,DS3-1156,Fly Ash,300,430,30.232558139534884,,,160,,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5487.0,DS3-1157,Fly Ash,322,460,30.0,,,160,,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5488.0,DS3-1158,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5489.0,DS3-1159,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5490.0,DS3-1160,Fly Ash,230,330,30.303030303030305,,,160,,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5491.0,DS3-1161,Fly Ash,245,350,30.0,,,160,,1280,575,1855,0.44921875,0.18867924528301888
DS3,5492.0,DS3-1162,Fly Ash,260,370,29.72972972972973,,,160,,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5493.0,DS3-1163,Fly Ash,260,370,29.72972972972973,,,160,,1286,550,1836,0.4276827371695179,0.20152505446623092
DS3,5494.0,DS3-1164,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5495.0,DS3-1165,Fly Ash,295,421,29.928741092636578,,,160,,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5496.0,DS3-1166,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5497.0,DS3-1167,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5498.0,DS3-1168,Fly Ash,300,430,30.232558139534884,,,160,,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5499.0,DS3-1169,Fly Ash,322,460,30.0,,,160,,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5500.0,DS3-1170,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5501.0,DS3-1171,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5502.0,DS3-1172,Fly Ash,230,330,30.303030303030305,,,160,,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5503.0,DS3-1173,Fly Ash,245,350,30.0,,,160,,1280,575,1855,0.44921875,0.18867924528301888
DS3,5504.0,DS3-1174,Fly Ash,260,370,29.72972972972973,,,160,,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5505.0,DS3-1175,Fly Ash,260,370,29.72972972972973,,,160,,1286,550,1836,0.4276827371695179,0.20152505446623092
DS3,5506.0,DS3-1176,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5507.0,DS3-1177,Fly Ash,295,421,29.928741092636578,,,160,,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5508.0,DS3-1178,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5509.0,DS3-1179,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5510.0,DS3-1180,Fly Ash,300,430,30.232558139534884,,,160,,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5511.0,DS3-1181,Fly Ash,322,460,30.0,,,160,,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5512.0,DS3-1182,Fly Ash,215,305,29.508196721311474,,,160,25.3,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5513.0,DS3-1183,Fly Ash,215,305,29.508196721311474,,,160,25.16,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5514.0,DS3-1184,Fly Ash,230,330,30.303030303030305,,,160,24.38,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5515.0,DS3-1185,Fly Ash,245,350,30.0,,,160,24.38,1280,575,1855,0.44921875,0.18867924528301888
DS3,5516.0,DS3-1186,Fly Ash,260,370,29.72972972972973,,,160,31.75,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5517.0,DS3-1187,Fly Ash,260,370,29.72972972972973,,,160,29.62,1286,550,1836,0.4276827371695179,0.20152505446623092
DS3,5518.0,DS3-1188,Fly Ash,280,400,30.0,,,160,29.78,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5519.0,DS3-1189,Fly Ash,295,421,29.928741092636578,,,160,31.62,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5520.0,DS3-1190,Fly Ash,280,400,30.0,,,160,32.89,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5521.0,DS3-1191,Fly Ash,280,400,30.0,,,160,36.57,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5522.0,DS3-1192,Fly Ash,300,430,30.232558139534884,,,160,33.68,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5523.0,DS3-1193,Fly Ash,322,460,30.0,,,160,30.64,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5524.0,DS3-1194,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5525.0,DS3-1195,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5526.0,DS3-1196,Fly Ash,230,330,30.303030303030305,,,160,,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5527.0,DS3-1197,Fly Ash,245,350,30.0,,,160,,1280,575,1855,0.44921875,0.18867924528301888
DS3,5528.0,DS3-1198,Fly Ash,260,370,29.72972972972973,,,160,,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5529.0,DS3-1199,Fly Ash,260,370,29.72972972972973,,,160,,1286,550,1836,0.4276827371695179,0.20152505446623092
DS3,5530.0,DS3-1200,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5531.0,DS3-1201,Fly Ash,295,421,29.928741092636578,,,160,,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5532.0,DS3-1202,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5533.0,DS3-1203,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5534.0,DS3-1204,Fly Ash,300,430,30.232558139534884,,,160,,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5535.0,DS3-1205,Fly Ash,322,460,30.0,,,160,,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5536.0,DS3-1206,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5537.0,DS3-1207,Fly Ash,215,305,29.508196721311474,,,160,,1311,589,1900,0.4492753623188406,0.16052631578947368
DS3,5538.0,DS3-1208,Fly Ash,230,330,30.303030303030305,,,160,,1314,562,1876,0.4277016742770167,0.17590618336886993
DS3,5539.0,DS3-1209,Fly Ash,245,350,30.0,,,160,,1280,575,1855,0.44921875,0.18867924528301888
DS3,5540.0,DS3-1210,Fly Ash,260,370,29.72972972972973,,,160,,1285,550,1835,0.4280155642023346,0.2016348773841962
DS3,5541.0,DS3-1211,Fly Ash,260,370,29.72972972972973,,,160,,1286,550,1836,0.4276827371695179,0.20152505446623092
DS3,5542.0,DS3-1212,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5543.0,DS3-1213,Fly Ash,295,421,29.928741092636578,,,160,,1267,517,1784,0.4080505130228887,0.23598654708520178
DS3,5544.0,DS3-1214,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5545.0,DS3-1215,Fly Ash,280,400,30.0,,,160,,1282,523,1805,0.4079563182527301,0.22160664819944598
DS3,5546.0,DS3-1216,Fly Ash,300,430,30.232558139534884,,,160,,1262,514,1776,0.40729001584786056,0.24211711711711711
DS3,5547.0,DS3-1217,Fly Ash,322,460,30.0,,,160,,1257,488,1745,0.38822593476531425,0.2636103151862464
DS3,5548.0,DS3-1218,Fly Ash,295,295,0.0,,,192,,1036,809,1845,0.7808880308880309,0.15989159891598917
DS3,5549.0,DS3-1219,Fly Ash,295,295,0.0,,,192,,953,772,1725,0.8100734522560336,0.17101449275362318
DS6,23255.0,1,Fly Ash,410,410,0.0,0.5,,205.0,43.4,1049,0,1049,0.0,0.3908484270734032
DS6,23256.0,1,Fly Ash,384.375,512.500,25.0,0.4,,153.7500,57.6,1009,0,1009,0.0,0.5079286422200199
DS6,23257.0,1,Fly Ash,384.375,512.500,25.0,0.4,,153.7500,55.8,998,0,998,0.0,0.5135270541082164
DS6,23258.0,1,Fly Ash,384.375,512.500,25.0,0.4,,153.7500,52.5,994,0,994,0.0,0.5155935613682092
DS6,23259.0,1,Fly Ash,384.375,512.500,25.0,0.4,,153.7500,51.2,979,0,979,0.0,0.5234933605720122
DS6,23260.0,1,Fly Ash,400,400,0.0,0.45,,180.00,66.8,1108,0,1108,0.0,0.36101083032490977
DS6,23261.0,1,Fly Ash,400,400,0.0,0.45,,180.00,62.4,1101,0,1101,0.0,0.36330608537693004
DS6,23262.0,1,Fly Ash,400,400,0.0,0.45,,180.00,56.8,1092,0,1092,0.0,0.3663003663003663
DS6,23263.0,1,Fly Ash,400,400,0.0,0.45,,180.00,52.1,1075,0,1075,0.0,0.37209302325581395
DS6,23264.0,1,Fly Ash,375,500,25.0,0.36,,135.00,70.1,1040,0,1040,0.0,0.4807692307692308
DS6,23265.0,1,Fly Ash,375,500,25.0,0.36,,135.00,67.3,1004,0,1004,0.0,0.49800796812749004
DS6,23266.0,1,Fly Ash,375,500,25.0,0.36,,135.00,63.4,1024,0,1024,0.0,0.48828125
DS6,23267.0,1,Fly Ash,375,500,25.0,0.36,,135.00,61.1,1009,0,1009,0.0,0.49554013875123887
DS6,23268.0,1,Fly Ash,400,400,0.0,0.4,,160.0,72.3,1140,0,1140,0.0,0.3508771929824561
DS6,23269.0,1,Fly Ash,400,400,0.0,0.4,,160.0,69.6,1133,0,1133,0.0,0.353045013239188
DS6,23270.0,1,Fly Ash,400,400,0.0,0.4,,160.0,65.3,1124,0,1124,0.0,0.35587188612099646
DS6,23271.0,1,Fly Ash,400,400,0.0,0.4,,160.0,58.5,1107,0,1107,0.0,0.36133694670280037
DS5,13190.0,DS5-760,Fly Ash,239,360,33.611111111111114,,,158.4,36.443,0,0,0,,
DS5,13191.0,DS5-761,Fly Ash,239,360,33.611111111111114,,,183.6,35.919,0,0,0,,
DS5,13192.0,DS5-762,None,350,350,0.0,,,175,41,0,0,0,,
DS5,13193.0,DS5-763,Fly Ash,297.5,350.0,15.0,,,175,42.75,0,0,0,,
DS5,13194.0,DS5-764,Fly Ash,297.5,350.0,15.0,,,175,56.625,0,0,0,,
DS5,13195.0,DS5-765,Fly Ash,297.5,350.0,15.0,,,175,42,0,0,0,,
DS6,23272.0,1,Fly Ash,375,500,25.0,0.32,,120.00,76.7,1756,0,1756,0.0,0.2847380410022779
DS3,5550.0,DS3-1220,Fly Ash,236,295,20.0,,,192,,946,765,1711,0.8086680761099366,0.1724137931034483
DS3,5551.0,DS3-1221,Fly Ash,192,295,34.91525423728814,,,192,,938,762,1700,0.8123667377398721,0.17352941176470588
DS3,5552.0,DS3-1222,Fly Ash,147.5,295.0,50.0,,,192,,934,756,1690,0.8094218415417559,0.17455621301775148
DS3,5553.0,DS3-1223,Fly Ash,236,295,20.0,,,192,,944,763,1707,0.8082627118644068,0.17281780902167546
DS3,5554.0,DS3-1224,Fly Ash,192,295,34.91525423728814,,,192,,934,759,1693,0.8126338329764454,0.17424689899586532
DS3,5555.0,DS3-1225,Fly Ash,147.5,295.0,50.0,,,192,,928,751,1679,0.8092672413793104,0.1756998213222156
DS3,5556.0,DS3-1226,Fly Ash,295,295,0.0,,,192,30.4,1036,809,1845,0.7808880308880309,0.15989159891598917
DS3,5557.0,DS3-1227,Fly Ash,295,295,0.0,,,192,24.53,953,772,1725,0.8100734522560336,0.17101449275362318
DS3,5558.0,DS3-1228,Fly Ash,236,295,20.0,,,192,24.8,946,765,1711,0.8086680761099366,0.1724137931034483
DS3,5559.0,DS3-1229,Fly Ash,192,295,34.91525423728814,,,192,21.47,938,762,1700,0.8123667377398721,0.17352941176470588
DS3,5560.0,DS3-1230,Fly Ash,147.5,295.0,50.0,,,192,19.33,934,756,1690,0.8094218415417559,0.17455621301775148
DS3,5561.0,DS3-1231,Fly Ash,236,295,20.0,,,192,24.53,944,763,1707,0.8082627118644068,0.17281780902167546
DS3,5562.0,DS3-1232,Fly Ash,192,295,34.91525423728814,,,192,20.67,934,759,1693,0.8126338329764454,0.17424689899586532
DS3,5563.0,DS3-1233,Fly Ash,147.5,295.0,50.0,,,192,18.53,928,751,1679,0.8092672413793104,0.1756998213222156
DS3,5564.0,DS3-1234,Fly Ash,295,295,0.0,,,192,,1036,809,1845,0.7808880308880309,0.15989159891598917
DS3,5565.0,DS3-1235,Fly Ash,295,295,0.0,,,192,,953,772,1725,0.8100734522560336,0.17101449275362318
DS3,5566.0,DS3-1236,Fly Ash,236,295,20.0,,,192,,946,765,1711,0.8086680761099366,0.1724137931034483
DS3,5567.0,DS3-1237,Fly Ash,192,295,34.91525423728814,,,192,,938,762,1700,0.8123667377398721,0.17352941176470588
DS3,5568.0,DS3-1238,Fly Ash,147.5,295.0,50.0,,,192,,934,756,1690,0.8094218415417559,0.17455621301775148
DS3,5569.0,DS3-1239,Fly Ash,236,295,20.0,,,192,,944,763,1707,0.8082627118644068,0.17281780902167546
DS3,5570.0,DS3-1240,Fly Ash,192,295,34.91525423728814,,,192,,934,759,1693,0.8126338329764454,0.17424689899586532
DS3,5571.0,DS3-1241,Fly Ash,147.5,295.0,50.0,,,192,,928,751,1679,0.8092672413793104,0.1756998213222156
DS3,5572.0,DS3-1242,Fly Ash,424,424,0.0,,,190.8,,979,767,1746,0.7834525025536262,0.24284077892325315
DS3,5573.0,DS3-1243,Fly Ash,424,424,0.0,,,190.8,,936,733,1669,0.7831196581196581,0.25404433792690234
DS3,5574.0,DS3-1244,Fly Ash,339,424,20.047169811320753,,,190.8,,922,719,1641,0.779826464208243,0.2583790371724558
DS3,5575.0,DS3-1245,Fly Ash,276,424,34.905660377358494,,,190.8,,908,708,1616,0.7797356828193832,0.2623762376237624
