mix_number,mix_mark,cement (kg/m3),eff_water (kg/m3)  ,NCA (kg/m3),RCA (kg/m3),"NFA,sand (kg/m3)",fly ash (kg/m3),silica fume (kg/m3),BFS (kg/m3) ,SP (kg/m3),Testing Age (day),CS fck (mpa),ref.,year,country
577,RAC CL,300,160,0,818.2,951.3,0,0,0,4.02,2,19.06,Pepe et al.,2014,Italy
578,RF,300,160,910.1,0,952.6,0,0,0,4.02,7,28.44,Pepe et al.,2014,Italy
579,RAC,300,160,0,750.6,950.4,0,0,0,4.02,7,23.75,Pepe et al.,2014,Italy
580,RAC CL,300,160,0,818.2,951.3,0,0,0,4.02,7,26.31,Pepe et al.,2014,Italy
581,RF,300,160,910.1,0,952.6,0,0,0,4.02,14,30.43,Pepe et al.,2014,Italy
582,RAC,300,160,0,750.6,950.4,0,0,0,4.02,14,27.08,Pepe et al.,2014,Italy
583,RAC CL,300,160,0,818.2,951.3,0,0,0,4.02,14,31.26,Pepe et al.,2014,Italy
584,RF,300,160,910.1,0,952.6,0,0,0,4.02,60,36.97,Pepe et al.,2014,Italy
585,RAC,300,160,0,750.6,950.4,0,0,0,4.02,60,28.73,Pepe et al.,2014,Italy
586,RAC CL,300,160,0,818.2,951.3,0,0,0,4.02,60,33.69,Pepe et al.,2014,Italy
587,RCA+0% fly ash,536,241,1010,0,619,0,0,0,0,7,31.73,Ahmed,2013,Australia
588,RCA+0% fly ash,536,241,758,253,619,0,0,0,0,7,39.44,Ahmed,2013,Australia
589,RCA+0% fly ash,536,241,535,535,619,0,0,0,0,7,28.15,Ahmed,2013,Australia
590,RCA+0% fly ash,536,241,253,758,619,0,0,0,0,7,32.89,Ahmed,2013,Australia
591,RCA+0% fly ash,536,241,0,1010,619,0,0,0,0,7,28.72,Ahmed,2013,Australia
592,RCA+40% fly ash,321,241,1010,0,619,215,0,0,0,7,27.52,Ahmed,2013,Australia
593,RCA+40% fly ash,321,241,758,253,619,215,0,0,0,7,34.64,Ahmed,2013,Australia
594,RCA+40% fly ash,321,241,535,535,619,215,0,0,0,7,27.95,Ahmed,2013,Australia
595,RCA+40% fly ash,321,241,253,758,619,215,0,0,0,7,30.76,Ahmed,2013,Australia
596,RCA+40% fly ash,321,241,0,1010,619,215,0,0,0,7,29.86,Ahmed,2013,Australia
597,RCA+0% fly ash,536,241,1010,0,619,0,0,0,0,28,41.23,Ahmed,2013,Australia
598,RCA+0% fly ash,536,241,758,253,619,0,0,0,0,28,47.02,Ahmed,2013,Australia
599,RCA+0% fly ash,536,241,535,535,619,0,0,0,0,28,38.54,Ahmed,2013,Australia
600,RCA+0% fly ash,536,241,253,758,619,0,0,0,0,28,36.75,Ahmed,2013,Australia
601,RCA+0% fly ash,536,241,0,1010,619,0,0,0,0,28,32.88,Ahmed,2013,Australia
602,RCA+40% fly ash,321,241,1010,0,619,215,0,0,0,28,35.24,Ahmed,2013,Australia
603,RCA+40% fly ash,321,241,758,253,619,215,0,0,0,28,45.33,Ahmed,2013,Australia
604,RCA+40% fly ash,321,241,535,535,619,215,0,0,0,28,41.16,Ahmed,2013,Australia
605,RCA+40% fly ash,321,241,253,758,619,215,0,0,0,28,39.37,Ahmed,2013,Australia
606,RCA+40% fly ash,321,241,0,1010,619,215,0,0,0,28,37.58,Ahmed,2013,Australia
607,RCA+0% fly ash,536,241,1010,0,619,0,0,0,0,56,42.72,Ahmed,2013,Australia
608,RCA+0% fly ash,536,241,758,253,619,0,0,0,0,56,47.61,Ahmed,2013,Australia
609,RCA+0% fly ash,536,241,535,535,619,0,0,0,0,56,41.21,Ahmed,2013,Australia
610,RCA+0% fly ash,536,241,253,758,619,0,0,0,0,56,37.34,Ahmed,2013,Australia
611,RCA+0% fly ash,536,241,0,1010,619,0,0,0,0,56,35.25,Ahmed,2013,Australia
612,RCA+40% fly ash,321,241,1010,0,619,215,0,0,0,56,43.56,Ahmed,2013,Australia
613,RCA+40% fly ash,321,241,758,253,619,215,0,0,0,56,50.38,Ahmed,2013,Australia
614,RCA+40% fly ash,321,241,535,535,619,215,0,0,0,56,49.48,Ahmed,2013,Australia
615,RCA+40% fly ash,321,241,253,758,619,215,0,0,0,56,46.8,Ahmed,2013,Australia
616,RCA+40% fly ash,321,241,0,1010,619,215,0,0,0,56,40.1,Ahmed,2013,Australia
617,RCA+0% fly ash,536,241,1010,0,619,0,0,0,0,90,44.5,Ahmed,2013,Australia
618,RCA+0% fly ash,536,241,758,253,619,0,0,0,0,90,48.35,Ahmed,2013,Australia
619,RCA+0% fly ash,536,241,535,535,619,0,0,0,0,90,42.99,Ahmed,2013,Australia
620,RCA+0% fly ash,536,241,253,758,619,0,0,0,0,90,38.23,Ahmed,2013,Australia
621,RCA+0% fly ash,536,241,0,1010,619,0,0,0,0,90,34.95,Ahmed,2013,Australia
622,RCA+40% fly ash,321,241,1010,0,619,215,0,0,0,90,55.73,Ahmed,2013,Australia
623,RCA+40% fly ash,321,241,758,253,619,215,0,0,0,90,53.35,Ahmed,2013,Australia
624,RCA+40% fly ash,321,241,535,535,619,215,0,0,0,90,52.45,Ahmed,2013,Australia
625,RCA+40% fly ash,321,241,253,758,619,215,0,0,0,90,43.53,Ahmed,2013,Australia
626,RCA+40% fly ash,321,241,0,1010,619,215,0,0,0,90,44.41,Ahmed,2013,Australia
627,T1,400,160,800,0,866,130,0,0,4.77,1,13.18,Alam et al.,2013,India
628,T2,400,170,0,757,820,130,0,0,4.77,1,13.33,Alam et al.,2013,India
629,T3,400,170,0,759,822,117,0,13,4.65,1,13.73,Alam et al.,2013,India
630,T4,400,170,0,760,823,104,0,26,6.05,1,14.39,Alam et al.,2013,India
631,T5,400,170,0,762,825,91,0,39,5.89,1,14.92,Alam et al.,2013,India
632,T6,400,170,0,764,828,78,0,52,5.74,1,17.07,Alam et al.,2013,India
633,T7,360,170,0,756,818,130,0,40,5.88,1,17.15,Alam et al.,2013,India
634,T8,320,170,0,756,819,130,0,80,5.4,1,18.13,Alam et al.,2013,India
635,T9,280,170,0,756,819,130,0,120,4.92,1,19.85,Alam et al.,2013,India
636,T1,400,160,800,0,866,130,0,0,4.77,3,23.18,Alam et al.,2013,India
637,T2,400,170,0,757,820,130,0,0,4.77,3,28.55,Alam et al.,2013,India
638,T3,400,170,0,759,822,117,0,13,4.65,3,30.45,Alam et al.,2013,India
639,T4,400,170,0,760,823,104,0,26,6.05,3,34.48,Alam et al.,2013,India
640,T5,400,170,0,762,825,91,0,39,5.89,3,36.15,Alam et al.,2013,India
641,T6,400,170,0,764,828,78,0,52,5.74,3,38.59,Alam et al.,2013,India
642,T7,360,170,0,756,818,130,0,40,5.88,3,34,Alam et al.,2013,India
643,T8,320,170,0,756,819,130,0,80,5.4,3,37.88,Alam et al.,2013,India
644,T9,280,170,0,756,819,130,0,120,4.92,3,41.7,Alam et al.,2013,India
645,T1,400,160,800,0,866,130,0,0,4.77,7,27.58,Alam et al.,2013,India
646,T2,400,170,0,757,820,130,0,0,4.77,7,37.93,Alam et al.,2013,India
647,T3,400,170,0,759,822,117,0,13,4.65,7,39.98,Alam et al.,2013,India
648,T4,400,170,0,760,823,104,0,26,6.05,7,42.64,Alam et al.,2013,India
649,T5,400,170,0,762,825,91,0,39,5.89,7,43.86,Alam et al.,2013,India
650,T6,400,170,0,764,828,78,0,52,5.74,7,54.18,Alam et al.,2013,India
651,T7,360,170,0,756,818,130,0,40,5.88,7,44.92,Alam et al.,2013,India
652,T8,320,170,0,756,819,130,0,80,5.4,7,54.9,Alam et al.,2013,India
653,T9,280,170,0,756,819,130,0,120,4.92,7,58.27,Alam et al.,2013,India
654,T1,400,160,800,0,866,130,0,0,4.77,28,43.76,Alam et al.,2013,India
655,T2,400,170,0,757,820,130,0,0,4.77,28,54.84,Alam et al.,2013,India
656,T3,400,170,0,759,822,117,0,13,4.65,28,60.84,Alam et al.,2013,India
657,T4,400,170,0,760,823,104,0,26,6.05,28,66.27,Alam et al.,2013,India
658,T5,400,170,0,762,825,91,0,39,5.89,28,70.87,Alam et al.,2013,India
659,T6,400,170,0,764,828,78,0,52,5.74,28,77.37,Alam et al.,2013,India
660,T7,360,170,0,756,818,130,0,40,5.88,28,70.05,Alam et al.,2013,India
661,T8,320,170,0,756,819,130,0,80,5.4,28,79.97,Alam et al.,2013,India
662,T9,280,170,0,756,819,130,0,120,4.92,28,87.65,Alam et al.,2013,India
663,,585,204.88,1360.98,0,453.66,0,0,0,0,7,24.15,Saravanakumar and Dhinakaran,2013,India
664,,585,204.88,1020.73,337.72,453.66,0,0,0,0,7,19.69,Saravanakumar and Dhinakaran,2013,India
665,,585,204.88,680.49,675.45,453.66,0,0,0,0,7,18.85,Saravanakumar and Dhinakaran,2013,India
666,,585,204.88,0,1350.89,453.66,0,0,0,0,7,16.87,Saravanakumar and Dhinakaran,2013,India
667,,351,204.88,1360.98,0,453.66,234,0,0,0,7,19.96,Saravanakumar and Dhinakaran,2013,India
668,,351,204.88,1020.73,337.72,453.66,234,0,0,0,7,17.5,Saravanakumar and Dhinakaran,2013,India
669,,351,204.88,680.49,675.45,453.66,234,0,0,0,7,16.77,Saravanakumar and Dhinakaran,2013,India
670,,351,204.88,0,1350.89,453.66,234,0,0,0,7,15.93,Saravanakumar and Dhinakaran,2013,India
671,,293,204.88,1360.98,0,453.66,293,0,0,0,7,18.97,Saravanakumar and Dhinakaran,2013,India
672,,293,204.88,1020.73,337.72,453.66,293,0,0,0,7,18.09,Saravanakumar and Dhinakaran,2013,India
673,,293,204.88,680.49,675.45,453.66,293,0,0,0,7,16.35,Saravanakumar and Dhinakaran,2013,India
674,,293,204.88,0,1350.89,453.66,293,0,0,0,7,15.19,Saravanakumar and Dhinakaran,2013,India
675,,234,204.88,1360.98,0,453.66,351,0,0,0,7,18.81,Saravanakumar and Dhinakaran,2013,India
676,,234,204.88,1020.73,337.72,453.66,351,0,0,0,7,17.84,Saravanakumar and Dhinakaran,2013,India
677,,234,204.88,680.49,675.45,453.66,351,0,0,0,7,16.27,Saravanakumar and Dhinakaran,2013,India
678,,234,204.88,0,1350.89,453.66,351,0,0,0,7,12.93,Saravanakumar and Dhinakaran,2013,India
679,,585,204.88,1360.98,0,453.66,0,0,0,0,14,33.23,Saravanakumar and Dhinakaran,2013,India
680,,585,204.88,1020.73,337.72,453.66,0,0,0,0,14,25.26,Saravanakumar and Dhinakaran,2013,India
681,,585,204.88,680.49,675.45,453.66,0,0,0,0,14,23.4,Saravanakumar and Dhinakaran,2013,India
682,,585,204.88,0,1350.89,453.66,0,0,0,0,14,21.11,Saravanakumar and Dhinakaran,2013,India
683,,351,204.88,1360.98,0,453.66,234,0,0,0,14,29.56,Saravanakumar and Dhinakaran,2013,India
684,,351,204.88,1020.73,337.72,453.66,234,0,0,0,14,25.08,Saravanakumar and Dhinakaran,2013,India
685,,351,204.88,680.49,675.45,453.66,234,0,0,0,14,23.14,Saravanakumar and Dhinakaran,2013,India
686,,351,204.88,0,1350.89,453.66,234,0,0,0,14,20.57,Saravanakumar and Dhinakaran,2013,India
687,,293,204.88,1360.98,0,453.66,293,0,0,0,14,27.53,Saravanakumar and Dhinakaran,2013,India
688,,293,204.88,1020.73,337.72,453.66,293,0,0,0,14,24.11,Saravanakumar and Dhinakaran,2013,India
689,,293,204.88,680.49,675.45,453.66,293,0,0,0,14,22.14,Saravanakumar and Dhinakaran,2013,India
690,,293,204.88,0,1350.89,453.66,293,0,0,0,14,19.85,Saravanakumar and Dhinakaran,2013,India
691,,234,204.88,1360.98,0,453.66,351,0,0,0,14,21.38,Saravanakumar and Dhinakaran,2013,India
692,,234,204.88,1020.73,337.72,453.66,351,0,0,0,14,20.61,Saravanakumar and Dhinakaran,2013,India
693,,234,204.88,680.49,675.45,453.66,351,0,0,0,14,20.03,Saravanakumar and Dhinakaran,2013,India
694,,234,204.88,0,1350.89,453.66,351,0,0,0,14,18.16,Saravanakumar and Dhinakaran,2013,India
695,,585,204.88,1360.98,0,453.66,0,0,0,0,28,51.64,Saravanakumar and Dhinakaran,2013,India
696,,585,204.88,1020.73,337.72,453.66,0,0,0,0,28,36.26,Saravanakumar and Dhinakaran,2013,India
697,,585,204.88,680.49,675.45,453.66,0,0,0,0,28,33.66,Saravanakumar and Dhinakaran,2013,India
698,,585,204.88,0,1350.89,453.66,0,0,0,0,28,28.63,Saravanakumar and Dhinakaran,2013,India
699,,351,204.88,1360.98,0,453.66,234,0,0,0,28,31.53,Saravanakumar and Dhinakaran,2013,India
700,,351,204.88,1020.73,337.72,453.66,234,0,0,0,28,28.9,Saravanakumar and Dhinakaran,2013,India
701,,351,204.88,680.49,675.45,453.66,234,0,0,0,28,24.73,Saravanakumar and Dhinakaran,2013,India
702,,351,204.88,0,1350.89,453.66,234,0,0,0,28,23.23,Saravanakumar and Dhinakaran,2013,India
703,,293,204.88,1360.98,0,453.66,293,0,0,0,28,28.2,Saravanakumar and Dhinakaran,2013,India
704,,293,204.88,1020.73,337.72,453.66,293,0,0,0,28,28.12,Saravanakumar and Dhinakaran,2013,India
705,,293,204.88,680.49,675.45,453.66,293,0,0,0,28,23.34,Saravanakumar and Dhinakaran,2013,India
706,,293,204.88,0,1350.89,453.66,293,0,0,0,28,22.66,Saravanakumar and Dhinakaran,2013,India
707,,234,204.88,1360.98,0,453.66,351,0,0,0,28,22.72,Saravanakumar and Dhinakaran,2013,India
708,,234,204.88,1020.73,337.72,453.66,351,0,0,0,28,22.11,Saravanakumar and Dhinakaran,2013,India
709,,234,204.88,680.49,675.45,453.66,351,0,0,0,28,20.4,Saravanakumar and Dhinakaran,2013,India
710,,234,204.88,0,1350.89,453.66,351,0,0,0,28,18.84,Saravanakumar and Dhinakaran,2013,India
711,,585,204.88,1360.98,0,453.66,0,0,0,0,56,55.01,Saravanakumar and Dhinakaran,2013,India
712,,585,204.88,1020.73,337.72,453.66,0,0,0,0,56,39.25,Saravanakumar and Dhinakaran,2013,India
713,,585,204.88,680.49,675.45,453.66,0,0,0,0,56,35.93,Saravanakumar and Dhinakaran,2013,India
714,,585,204.88,0,1350.89,453.66,0,0,0,0,56,30.97,Saravanakumar and Dhinakaran,2013,India
715,,351,204.88,1360.98,0,453.66,234,0,0,0,56,35.94,Saravanakumar and Dhinakaran,2013,India
716,,351,204.88,1020.73,337.72,453.66,234,0,0,0,56,31.53,Saravanakumar and Dhinakaran,2013,India
717,,351,204.88,680.49,675.45,453.66,234,0,0,0,56,30.17,Saravanakumar and Dhinakaran,2013,India
718,,351,204.88,0,1350.89,453.66,234,0,0,0,56,27.03,Saravanakumar and Dhinakaran,2013,India
719,,293,204.88,1360.98,0,453.66,293,0,0,0,56,29.06,Saravanakumar and Dhinakaran,2013,India
720,,293,204.88,1020.73,337.72,453.66,293,0,0,0,56,28.37,Saravanakumar and Dhinakaran,2013,India
721,,293,204.88,680.49,675.45,453.66,293,0,0,0,56,25.19,Saravanakumar and Dhinakaran,2013,India
722,,293,204.88,0,1350.89,453.66,293,0,0,0,56,24.07,Saravanakumar and Dhinakaran,2013,India
723,,234,204.88,1360.98,0,453.66,351,0,0,0,56,27.86,Saravanakumar and Dhinakaran,2013,India
724,,234,204.88,1020.73,337.72,453.66,351,0,0,0,56,25.4,Saravanakumar and Dhinakaran,2013,India
725,,234,204.88,680.49,675.45,453.66,351,0,0,0,56,23.67,Saravanakumar and Dhinakaran,2013,India
726,,234,204.88,0,1350.89,453.66,351,0,0,0,56,20.53,Saravanakumar and Dhinakaran,2013,India
727,,250,155,1035,0,785,0,0,0,0,7,15.07,Sucic,2013,Canada
728,,250,175,1035,0,732,0,0,0,0,7,12.59,Sucic,2013,Canada
729,,250,175,1035,0,732,0,0,0,0,7,16.71,Sucic,2013,Canada
730,,175,155,1035,0,781,0,0,75,0,7,14.45,Sucic,2013,Canada
731,,175,175,1035,0,727,0,0,75,0,7,12.08,Sucic,2013,Canada
732,,175,155,1035,0,780,0,0,75,0,7,13.72,Sucic,2013,Canada
733,,157.5,157.5,1035,0,843,0,0,67.5,0,7,11.9,Sucic,2013,Canada
734,,125,155,1035,0,778,0,0,125,0,7,10.59,Sucic,2013,Canada
735,,250,155,0,880,839,0,0,0,0,7,10.32,Sucic,2013,Canada
736,,250,155,0,880,839,0,0,0,0,7,16.77,Sucic,2013,Canada
737,,250,155,0,880,839,0,0,0,0,7,12.52,Sucic,2013,Canada
738,,250,155,0,880,839,0,0,0,0,7,13.82,Sucic,2013,Canada
739,,250,155,0,880,839,0,0,0,0,7,14.91,Sucic,2013,Canada
740,,250,155,0,880,839,0,0,0,0,7,15.64,Sucic,2013,Canada
741,,175,155,0,880,834,0,0,75,0,7,13.87,Sucic,2013,Canada
742,,175,155,0,880,834,0,0,75,0,7,13.71,Sucic,2013,Canada
743,,175,155,0,880,834,0,0,75,0,7,10.92,Sucic,2013,Canada
744,,175,155,0,880,834,0,0,75,0,7,11.37,Sucic,2013,Canada
745,,175,155,0,880,834,0,0,75,0,7,15.64,Sucic,2013,Canada
746,,157.5,139.5,0,880,897,0,0,67.5,0,7,14.5,Sucic,2013,Canada
747,,250,155,311,616,818,0,0,0,0,7,15.38,Sucic,2013,Canada
748,,175,155,311,616,818,0,0,75,0,7,13.15,Sucic,2013,Canada
749,,175,155,311,616,818,0,0,75,0,7,12.17,Sucic,2013,Canada
750,,250,155,1035,0,785,0,0,0,0,28,18.99,Sucic,2013,Canada
751,,250,175,1035,0,732,0,0,0,0,28,16.53,Sucic,2013,Canada
752,,250,175,1035,0,732,0,0,0,0,28,21.75,Sucic,2013,Canada
753,,175,155,1035,0,781,0,0,75,0,28,20.91,Sucic,2013,Canada
754,,175,175,1035,0,727,0,0,75,0,28,16.42,Sucic,2013,Canada
755,,175,155,1035,0,780,0,0,75,0,28,15.65,Sucic,2013,Canada
756,,157.5,157.5,1035,0,843,0,0,67.5,0,28,18.43,Sucic,2013,Canada
757,,125,155,1035,0,778,0,0,125,0,28,14.93,Sucic,2013,Canada
758,,250,155,0,880,839,0,0,0,0,28,11.04,Sucic,2013,Canada
759,,250,155,0,880,839,0,0,0,0,28,22.21,Sucic,2013,Canada
760,,250,155,0,880,839,0,0,0,0,28,15.23,Sucic,2013,Canada
761,,250,155,0,880,839,0,0,0,0,28,18.8,Sucic,2013,Canada
762,,250,155,0,880,839,0,0,0,0,28,21.19,Sucic,2013,Canada
763,,250,155,0,880,839,0,0,0,0,28,19.05,Sucic,2013,Canada
764,,175,155,0,880,834,0,0,75,0,28,17.17,Sucic,2013,Canada
765,,175,155,0,880,834,0,0,75,0,28,19.65,Sucic,2013,Canada
766,,175,155,0,880,834,0,0,75,0,28,14.9,Sucic,2013,Canada
767,,175,155,0,880,834,0,0,75,0,28,22.43,Sucic,2013,Canada
768,,175,155,0,880,834,0,0,75,0,28,19.05,Sucic,2013,Canada
769,,157.5,139.5,0,880,897,0,0,67.5,0,28,17.09,Sucic,2013,Canada
770,,250,155,311,616,818,0,0,0,0,28,19.99,Sucic,2013,Canada
771,,175,155,311,616,818,0,0,75,0,28,19.63,Sucic,2013,Canada
772,,175,155,311,616,818,0,0,75,0,28,21.44,Sucic,2013,Canada
773,C0,350,189,1049.1,0,744.5,0,0,0,0,28,51.34,Barbudo et al. ,2013,Spain
774,C25,350,189,839.28,209.82,744.5,0,0,0,0,28,52.6,Barbudo et al. ,2013,Spain
775,C50,350,189,524.55,524.55,744.5,0,0,0,0,28,49.59,Barbudo et al. ,2013,Spain
776,C100,350,189,0,1049.1,744.5,0,0,0,0,28,46.6,Barbudo et al. ,2013,Spain
777,C0-P,350,157.5,1091.9,0,774.8,0,0,0,3.5,28,62.19,Barbudo et al. ,2013,Spain
778,C25-P,350,157.5,873.52,218.38,774.8,0,0,0,3.5,28,67.4,Barbudo et al. ,2013,Spain
779,C50-P,350,157.5,545.95,545.95,774.8,0,0,0,3.5,28,57.29,Barbudo et al. ,2013,Spain
780,C100-P,350,157.5,0,1091.9,774.8,0,0,0,3.5,28,56.15,Barbudo et al. ,2013,Spain
781,C0-SP,350,140,1118.6,0,793.8,0,0,0,3.5,28,81.98,Barbudo et al. ,2013,Spain
782,C25-SP,350,140,894.88,223.72,793.8,0,0,0,3.5,28,72.81,Barbudo et al. ,2013,Spain
783,C50-SP,350,140,559.3,559.3,793.8,0,0,0,3.5,28,66.46,Barbudo et al. ,2013,Spain
784,C100-SP,350,140,0,1118.6,793.8,0,0,0,3.5,28,65.42,Barbudo et al. ,2013,Spain
785,,271,160,1099,0,861,0,0,0,0,28,38.9,Butler et al.,2013,Canada
786,,281,180,0,970,802,0,0,0,0,28,38.6,Butler et al.,2013,Canada
787,,293,170,0,919,648,0,0,0,0,28,38.1,Butler et al.,2013,Canada
788,,337,165,0,879,841,0,0,0,0,28,39.3,Butler et al.,2013,Canada
789,,487,180,1099,0,625,0,0,0,0,28,61.9,Butler et al.,2013,Canada
790,,463,190,0,970,621,0,0,0,0,28,60.1,Butler et al.,2013,Canada
791,,500,190,0,919,621,0,0,0,2.25,28,60.2,Butler et al.,2013,Canada
792,,600,180,0,879,567,0,0,0,4.2,28,62.8,Butler et al.,2013,Canada
793,,537,220,782,138,693,0,0,0,0,28,48.87,Ismail and Ramli ,2013,Malaysia
794,,537,220,644,276,693,0,0,0,0,28,38.04,Ismail and Ramli ,2013,Malaysia
795,,537,220,506,414,693,0,0,0,0,28,37.81,Ismail and Ramli ,2013,Malaysia
796,,537,220,368,552,693,0,0,0,0,28,35.97,Ismail and Ramli ,2013,Malaysia
797,,537,220,782,138,693,0,0,0,0,28,51.88,Ismail and Ramli ,2013,Malaysia
798,,537,220,644,276,693,0,0,0,0,28,53.84,Ismail and Ramli ,2013,Malaysia
799,,537,220,506,414,693,0,0,0,0,28,52.34,Ismail and Ramli ,2013,Malaysia
800,,537,220,368,552,693,0,0,0,0,28,34.42,Ismail and Ramli ,2013,Malaysia
801,,537,220,782,138,693,0,0,0,0,28,53.08,Ismail and Ramli ,2013,Malaysia
802,,537,220,644,276,693,0,0,0,0,28,51.44,Ismail and Ramli ,2013,Malaysia
803,,537,220,506,414,693,0,0,0,0,28,54.67,Ismail and Ramli ,2013,Malaysia
804,,537,220,368,552,693,0,0,0,0,28,52.63,Ismail and Ramli ,2013,Malaysia
805,,537,220,782,138,693,0,0,0,0,28,48.58,Ismail and Ramli ,2013,Malaysia
806,,537,220,644,276,693,0,0,0,0,28,41.41,Ismail and Ramli ,2013,Malaysia
807,,537,220,506,414,693,0,0,0,0,28,38.8,Ismail and Ramli ,2013,Malaysia
808,,537,220,368,552,693,0,0,0,0,28,33.86,Ismail and Ramli ,2013,Malaysia
809,,537,220,782,138,693,0,0,0,0,28,52.31,Ismail and Ramli ,2013,Malaysia
810,,537,220,644,276,693,0,0,0,0,28,48.23,Ismail and Ramli ,2013,Malaysia
811,,537,220,506,414,693,0,0,0,0,28,41.93,Ismail and Ramli ,2013,Malaysia
812,,537,220,368,552,693,0,0,0,0,28,34.26,Ismail and Ramli ,2013,Malaysia
813,,537,220,782,138,693,0,0,0,0,28,38.14,Ismail and Ramli ,2013,Malaysia
814,,537,220,644,276,693,0,0,0,0,28,39.76,Ismail and Ramli ,2013,Malaysia
815,,537,220,506,414,693,0,0,0,0,28,49.38,Ismail and Ramli ,2013,Malaysia
816,,537,220,368,552,693,0,0,0,0,28,51.14,Ismail and Ramli ,2013,Malaysia
817,,537,220,782,138,693,0,0,0,0,28,53.14,Ismail and Ramli ,2013,Malaysia
818,,537,220,644,276,693,0,0,0,0,28,53.78,Ismail and Ramli ,2013,Malaysia
819,,537,220,506,414,693,0,0,0,0,28,50.6,Ismail and Ramli ,2013,Malaysia
820,,537,220,368,552,693,0,0,0,0,28,40.7,Ismail and Ramli ,2013,Malaysia
821,,537,220,782,138,693,0,0,0,0,28,41.63,Ismail and Ramli ,2013,Malaysia
822,,537,220,644,276,693,0,0,0,0,28,42.32,Ismail and Ramli ,2013,Malaysia
823,,537,220,506,414,693,0,0,0,0,28,48.39,Ismail and Ramli ,2013,Malaysia
824,,537,220,368,552,693,0,0,0,0,28,40.27,Ismail and Ramli ,2013,Malaysia
825,,537,220,782,138,693,0,0,0,0,28,36.62,Ismail and Ramli ,2013,Malaysia
826,,537,220,644,276,693,0,0,0,0,28,51.6,Ismail and Ramli ,2013,Malaysia
827,,537,220,506,414,693,0,0,0,0,28,42.35,Ismail and Ramli ,2013,Malaysia
828,,537,220,368,552,693,0,0,0,0,28,36.65,Ismail and Ramli ,2013,Malaysia
829,,537,220,782,138,693,0,0,0,0,28,50.88,Ismail and Ramli ,2013,Malaysia
830,,537,220,644,276,693,0,0,0,0,28,42.3,Ismail and Ramli ,2013,Malaysia
831,,537,220,506,414,693,0,0,0,0,28,51.62,Ismail and Ramli ,2013,Malaysia
832,,537,220,368,552,693,0,0,0,0,28,38.99,Ismail and Ramli ,2013,Malaysia
833,,537,220,782,138,693,0,0,0,0,3,26.4,Ismail and Ramli ,2013,Malaysia
834,,537,220,644,276,693,0,0,0,0,3,27.47,Ismail and Ramli ,2013,Malaysia
835,,537,220,506,414,693,0,0,0,0,3,26.85,Ismail and Ramli ,2013,Malaysia
836,,537,220,368,552,693,0,0,0,0,3,24.67,Ismail and Ramli ,2013,Malaysia
837,,537,220,782,138,693,0,0,0,0,3,28.81,Ismail and Ramli ,2013,Malaysia
838,,537,220,644,276,693,0,0,0,0,3,31.55,Ismail and Ramli ,2013,Malaysia
839,,537,220,506,414,693,0,0,0,0,3,29.97,Ismail and Ramli ,2013,Malaysia
840,,537,220,368,552,693,0,0,0,0,3,27.46,Ismail and Ramli ,2013,Malaysia
841,,537,220,782,138,693,0,0,0,0,3,30.49,Ismail and Ramli ,2013,Malaysia
842,,537,220,644,276,693,0,0,0,0,3,28.48,Ismail and Ramli ,2013,Malaysia
843,,537,220,506,414,693,0,0,0,0,3,27.36,Ismail and Ramli ,2013,Malaysia
844,,537,220,368,552,693,0,0,0,0,3,32.27,Ismail and Ramli ,2013,Malaysia
845,,537,220,782,138,693,0,0,0,0,3,29.71,Ismail and Ramli ,2013,Malaysia
846,,537,220,644,276,693,0,0,0,0,3,32.31,Ismail and Ramli ,2013,Malaysia
847,,537,220,506,414,693,0,0,0,0,3,30.27,Ismail and Ramli ,2013,Malaysia
848,,537,220,368,552,693,0,0,0,0,3,25.45,Ismail and Ramli ,2013,Malaysia
849,,537,220,782,138,693,0,0,0,0,3,29.35,Ismail and Ramli ,2013,Malaysia
850,,537,220,644,276,693,0,0,0,0,3,29.73,Ismail and Ramli ,2013,Malaysia
851,,537,220,506,414,693,0,0,0,0,3,24.82,Ismail and Ramli ,2013,Malaysia
852,,537,220,368,552,693,0,0,0,0,3,29.79,Ismail and Ramli ,2013,Malaysia
853,,537,220,782,138,693,0,0,0,0,3,28.83,Ismail and Ramli ,2013,Malaysia
854,,537,220,644,276,693,0,0,0,0,3,29.42,Ismail and Ramli ,2013,Malaysia
855,,537,220,506,414,693,0,0,0,0,3,29.14,Ismail and Ramli ,2013,Malaysia
856,,537,220,368,552,693,0,0,0,0,3,32.43,Ismail and Ramli ,2013,Malaysia
857,,537,220,782,138,693,0,0,0,0,3,27.97,Ismail and Ramli ,2013,Malaysia
858,,537,220,644,276,693,0,0,0,0,3,30.7,Ismail and Ramli ,2013,Malaysia
859,,537,220,506,414,693,0,0,0,0,3,35.65,Ismail and Ramli ,2013,Malaysia
860,,537,220,368,552,693,0,0,0,0,3,28.98,Ismail and Ramli ,2013,Malaysia
861,,537,220,782,138,693,0,0,0,0,3,24.43,Ismail and Ramli ,2013,Malaysia
862,,537,220,644,276,693,0,0,0,0,3,28.64,Ismail and Ramli ,2013,Malaysia
863,,537,220,506,414,693,0,0,0,0,3,31.58,Ismail and Ramli ,2013,Malaysia
864,,537,220,368,552,693,0,0,0,0,3,28.52,Ismail and Ramli ,2013,Malaysia
